"id","name","alias","categories","latitude","longitude","phone","price","rating","review_count","is_closed","address","distance","url"
"FWQBLSaQ09BVL24f0TvJgg","Master Cooking House","master-cooking-house-etobicoke","Chinese, Noodles",43.6485987306494,-79.6048012319764,"+1 416-626-1800",NA,3.8,4,FALSE,"5555 Eglinton Avenue W",14694.3362645707,"https://www.yelp.com/biz/master-cooking-house-etobicoke?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"eohcbvMCGegrUCDnj736hg","Qinthai Cuisine","qinthai-cuisine-york","Chinese, Thai",43.6785334677926,-79.4731156843194,"+1 416-243-0630",NA,4.4,16,FALSE,"325 Weston Road",5502.19266603691,"https://www.yelp.com/biz/qinthai-cuisine-york?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"L7-DaNsVnrSFXBEdzAZtGA","Yong He All Day Breakfast","yong-he-all-day-breakfast-toronto","Chinese",43.6535986196361,-79.3953911215067,"+1 416-581-0078",NA,2.5,4,FALSE,"428 Dundas St W",2340.62070908766,"https://www.yelp.com/biz/yong-he-all-day-breakfast-toronto?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"trKyIRyjKqVSZmcU0AnICQ","Pearl Diver","pearl-diver-toronto-2","Seafood, Comfort Food, Breakfast & Brunch",43.65163,-79.37375,"+1 416-366-7827","$$",4.2,665,FALSE,"100 Adelaide Street E",3957.26074816407,"https://www.yelp.com/biz/pearl-diver-toronto-2?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"tHlJKmUECTlj2amcGG0TOQ","Bobbie Sue's Mac & Cheese","bobbie-sues-mac-and-cheese-toronto","Comfort Food",43.6478899,-79.42041,"+1 647-352-2762","$",4,166,FALSE,"162 Ossington Avenue",305.099459280309,"https://www.yelp.com/biz/bobbie-sues-mac-and-cheese-toronto?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"g5fCc7OEVBLaU02otcQGBA","Season Six","season-six-toronto-2","Salad, Comfort Food, Canadian (New)",43.6485228,-79.4206662,"",NA,4.3,15,FALSE,"188 Ossington Avenue",355.90886458286,"https://www.yelp.com/biz/season-six-toronto-2?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"zHNk2BnANwkvHvaXD7yYsg","Té","té-toronto-2","Asian Fusion, Korean, Comfort Food",43.64576,-79.4196739300594,"+1 647-348-8009","$$",3.9,127,FALSE,"70 Ossington Avenue",207.855762277176,"https://www.yelp.com/biz/t%C3%A9-toronto-2?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"ArBfjF0C62mHhNCyBozFQQ","LOCAL Public Eatery Adelaide","local-public-eatery-adelaide-toronto-3","Comfort Food",43.648968713601,-79.384350052184,"+1 647-805-0777",NA,4.1,22,FALSE,"141 Adelaide Street West",3072.2577923256,"https://www.yelp.com/biz/local-public-eatery-adelaide-toronto-3?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"NlFUeaD38G7mwQRx32UlVw","Mura Cupbab","mura-cupbab-toronto","Korean, Comfort Food",43.6549898063444,-79.4180836156011,"",NA,5,2,FALSE,"705 College Street",1109.75266300095,"https://www.yelp.com/biz/mura-cupbab-toronto?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"PyjnsWzNUTo1n2ohq0QznA","Dirty Food Eatery","dirty-food-eatery-toronto","Breakfast & Brunch, Comfort Food, Southern",43.66565,-79.47188,"+1 416-855-3393","$$",4.5,166,FALSE,"3070 Dundas Street W",4581.40398173795,"https://www.yelp.com/biz/dirty-food-eatery-toronto?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"VhQXJteVrG3L-wq8HlYFqw","The Ace","the-ace-toronto","Comfort Food, Breakfast & Brunch, Canadian (New)",43.646122,-79.448823,"+1 416-792-7729","$$",3.8,214,FALSE,"231A Roncesvalles Avenue",2141.30047306465,"https://www.yelp.com/biz/the-ace-toronto?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"tuTAKHUm7ErDRZ2Yll8LzQ","Completo","completo-toronto","Latin American, Fast Food, Comfort Food",43.6626328,-79.3340575,"+1 416-901-9233","$",4.4,183,FALSE,"5 Coady Avenue",7345.53971479426,"https://www.yelp.com/biz/completo-toronto?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"6cz8xLR64Iuzpa4NNcFHqg","King Rustic","king-rustic-toronto-2","Comfort Food, Cocktail Bars, Breakfast & Brunch",43.6418019534315,-79.4121160358191,"+1 416-792-5910","$$",3.7,72,FALSE,"905 King Street W",910.035035387312,"https://www.yelp.com/biz/king-rustic-toronto-2?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"gkAWemHxnnAawJ6CThOrvg","Ossington Stop","ossington-stop-toronto-3","Pubs, Comfort Food, Russian",43.6508248136882,-79.4505640039762,"+1 416-537-3535","$$",4.2,28,FALSE,"397 Roncesvalles Ave",2356.52768419451,"https://www.yelp.com/biz/ossington-stop-toronto-3?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"1Re9xpZaZr_BnUOFo5gW3Q","T.O. Dickens Restaurant","t-o-dickens-restaurant-toronto-2","Breakfast & Brunch, Italian, Comfort Food",43.656801,-79.403267,"+1 416-960-3333",NA,4.4,9,FALSE,"276 Augusta Ave",1983.12136198259,"https://www.yelp.com/biz/t-o-dickens-restaurant-toronto-2?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"O-uIEuv7JLUHajkemx_sVw","Beerbistro","beerbistro-toronto-3","Bistros, Beer Bar, Comfort Food",43.649628,-79.377165,"+1 416-861-9872","$$",3.9,698,FALSE,"18 King Street E",3661.29733082195,"https://www.yelp.com/biz/beerbistro-toronto-3?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"-ZXrJ65fAqIMYo98yzDkrw","Adobar","adobar-toronto-3","Filipino, Desserts, Comfort Food",43.6573225,-79.3738846,"",NA,5,5,FALSE,"200 Dundas Street E",4106.54208153456,"https://www.yelp.com/biz/adobar-toronto-3?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"e41TP5cXZqSrz50xCBJqZw","Insomnia Restaurant & Lounge","insomnia-restaurant-and-lounge-toronto","Lounges, Breakfast & Brunch, Comfort Food",43.665961,-79.411003,"+1 416-588-3907","$$",4.1,1057,FALSE,"563 Bloor Street W",2450.83606380656,"https://www.yelp.com/biz/insomnia-restaurant-and-lounge-toronto?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"Jm_bARKbaZyzoxatBrmZPQ","Chadwick's","chadwicks-toronto","Canadian (New), Comfort Food",43.673524,-79.4118708,"+1 416-944-1606","$$",3.9,239,FALSE,"268 Howland Avenue",3228.74048375241,"https://www.yelp.com/biz/chadwicks-toronto?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"bIEwRVRl0rYBjvRGJ58GXQ","La Cubana","la-cubana-toronto-6","Cuban, Comfort Food, Cocktail Bars",43.6424635,-79.3967532,"",NA,3.3,3,FALSE,"486 Front Street W",2076.76087277753,"https://www.yelp.com/biz/la-cubana-toronto-6?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"9tfw-OEfpF0qC2hSzRks6g","Hair of the Dog","hair-of-the-dog-toronto","Pubs, Comfort Food, Breakfast & Brunch",43.662946823805,-79.379592870241,"+1 416-964-2708","$$",3.8,388,FALSE,"425 Church Street",3942.16072294388,"https://www.yelp.com/biz/hair-of-the-dog-toronto?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"2EPmu32EySf3tq0S2_LYog","Omusubi Bar Suzume","omusubi-bar-suzume-toronto","Japanese, Comfort Food, Food Trucks",43.6519636519233,-79.4048358539673,"",NA,4.3,19,FALSE,"707 Dundas Street W",1574.50293760592,"https://www.yelp.com/biz/omusubi-bar-suzume-toronto?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"DIVF4oo86EGupm5CC60sZg","Hunters Landing","hunters-landing-toronto-2","Comfort Food, Bars, Canadian (New)",43.64002,-79.39673,"+1 647-352-6082","$$",3.3,256,FALSE,"82 Fort York Blvd",2144.17685251536,"https://www.yelp.com/biz/hunters-landing-toronto-2?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"1I3PnP5FSkur8AXp6izLOw","The Dime","the-dime-toronto","Bars, Comfort Food, American",43.6476526616345,-79.4026391208172,"+1 647-348-9080","$",3.6,89,FALSE,"538 Queen Street West",1594.56586866076,"https://www.yelp.com/biz/the-dime-toronto?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"Zq9WPT7ZAOYlQ0GV8OQWKQ","Cluck Clucks","cluck-clucks-toronto-2","Chicken Shop, Comfort Food, Sandwiches",43.6497687124273,-79.3660896960711,"+1 647-748-2582","$$",4.2,306,FALSE,"222 The Esplanade",4541.9639318313,"https://www.yelp.com/biz/cluck-clucks-toronto-2?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"Uq-GOs9_IqweUsB5MdII9w","Emma's Country Kitchen","emmas-country-kitchen-toronto","Breakfast & Brunch, Comfort Food, Donuts",43.68103,-79.4303599,"+1 416-652-3662","$$",4.2,468,FALSE,"810 Saint Clair Avenue W",3992.64553618765,"https://www.yelp.com/biz/emmas-country-kitchen-toronto?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"Ur7mW63wJIvrezZNHoHhJQ","BSTO.","bsto-toronto-2","Comfort Food, African",43.676948602125,-79.4485002889549,"+1 437-886-4893",NA,5,1,FALSE,"1310 Saint Clair Avenue W",4088.85817908155,"https://www.yelp.com/biz/bsto-toronto-2?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"hgpbDcClCF2FDtP5Z71QAA","Kitchen 57","kitchen-57-toronto-2","Comfort Food, Burgers",43.64769,-79.38644,"",NA,5,1,FALSE,"212 King St W",2877.46600378787,"https://www.yelp.com/biz/kitchen-57-toronto-2?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"QiQmMauQH0CHmq0NIXoTpg","Roses Social","roses-social-toronto","Breakfast & Brunch, Comfort Food, Cocktail Bars",43.6332142651065,-79.4115792179579,"+1 647-259-6825",NA,3,16,FALSE,"111 Princes  Boulevard",1609.74022361356,"https://www.yelp.com/biz/roses-social-toronto?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"Avc4ub7qK0Tlj4SRhYrwVA","Ghost Chicken","ghost-chicken-toronto","Comfort Food, Fast Food, Sandwiches",43.64581,-79.41975,"+1 416-535-1103",NA,4.3,18,FALSE,"74 Ossington Avenue",199.472147642035,"https://www.yelp.com/biz/ghost-chicken-toronto?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"V01onLi7ezGFSeoaosfw1g","V's Schnitzel House","vs-schnitzel-house-toronto","Slovakian, Comfort Food, Sandwiches",43.6021765647004,-79.5457044431035,"+1 416-255-3179","$$",4,28,FALSE,"448 Browns Line",11043.5427513683,"https://www.yelp.com/biz/vs-schnitzel-house-toronto?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"a1TTRvtMCDoxalOU6mUycg","Cabano's Comfort Food","cabanos-comfort-food-toronto","Comfort Food",43.66767,-79.38642,"",NA,4.4,91,FALSE,"75 Saint Nicholas Street",3798.37012610113,"https://www.yelp.com/biz/cabanos-comfort-food-toronto?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"TKcXpf35zJtEjyGoY34vpg","Grilldudes","grilldudes-toronto","Food Trucks, Comfort Food, Burgers",43.6449046,-79.4187646,"+1 647-572-8004",NA,4,4,FALSE,"21 Ossington  Avenue",283.187641435685,"https://www.yelp.com/biz/grilldudes-toronto?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"3nlAT549xNXxMv7d6eOKCQ","360 Cooking Studio","360-cooking-studio-toronto","Comfort Food, Venues & Event Spaces",43.6531,-79.46841,"+1 647-273-3605",NA,0,0,FALSE,"1982 Bloor Street West",3814.97488505133,"https://www.yelp.com/biz/360-cooking-studio-toronto?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"PJLwLClSC9rsaQWkf6CbZQ","Por-Go Poki","por-go-poki-toronto","Food Tours, Food Delivery Services, Comfort Food",43.6453915,-79.3947105,"+1 647-522-6798",NA,0,0,FALSE,"415 king Street W",2214.00193031974,"https://www.yelp.com/biz/por-go-poki-toronto?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"iRRdEcOf-GUuYNtMDz82tg","Pastable","pastable-york","Italian, Comfort Food, Halal",43.7005546291591,-79.5172002911568,"+1 672-288-2967",NA,5,2,FALSE,"1927 Weston Road",9790.94311867179,"https://www.yelp.com/biz/pastable-york?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"q6zsiK3ellFxljn8vQ44nQ","Venga Cucina","venga-cucina-toronto-2","Pizza, Comfort Food, Italian",43.6656739,-79.4724121,"+1 416-766-3841",NA,4.1,15,FALSE,"3076 Dundas St W",4620.26549909955,"https://www.yelp.com/biz/venga-cucina-toronto-2?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"bYGn37k0KgleABKMWgjnMw","El Furniture Warehouse - Bloor St","el-furniture-warehouse-bloor-st-toronto","American, Bars, Comfort Food",43.6659060524241,-79.4080606117255,"+1 647-359-7326","$",3.3,348,FALSE,"410 Bloor St West",2542.10069626964,"https://www.yelp.com/biz/el-furniture-warehouse-bloor-st-toronto?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"RN8itgvaMt6SlrRONDQ-tA","Sausage Party","sausage-party-toronto","Pop-Up Restaurants, Comfort Food, Vegan",43.674783416488,-79.4581388627725,"+1 647-548-9028",NA,0,0,FALSE,"1672 St Clair Avenue W",4355.48786934296,"https://www.yelp.com/biz/sausage-party-toronto?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"wD3u-Gtyzn8wJChQA0FAVw","Lami by Mama Linda's","lami-by-mama-lindas-toronto","Filipino, Comfort Food, Breakfast & Brunch",43.6696194,-79.3327821,"+1 416-573-3108",NA,5,2,FALSE,"1125 Gerrard Street E",7680.2214746707,"https://www.yelp.com/biz/lami-by-mama-lindas-toronto?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"HLWpij4IYqVGL-yqY5ShvQ","Kingpin Wings","kingpin-wings-toronto","Chicken Wings, Burgers, Comfort Food",43.6967164,-79.4464392,"+1 647-972-5464",NA,0,0,FALSE,"1708 Eglinton Avenue W",6021.89599137612,"https://www.yelp.com/biz/kingpin-wings-toronto?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"qXFJR3Y-v58LxQtYqFd7kg","Fantasy Kitchen","fantasy-kitchen-toronto-2","Pizza, Burgers, Comfort Food",43.6576534073637,-79.4530571,"+1 416-530-4352",NA,5,5,FALSE,"2385 Dundas Street W",2826.34361444385,"https://www.yelp.com/biz/fantasy-kitchen-toronto-2?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"tJcpzXzykNSLuzWwa1JQUw","Queen St Warehouse","queen-st-warehouse-toronto","Bars, Comfort Food, American",43.65033,-79.39018,"+1 647-344-7326","$",3.1,438,FALSE,"232 Queen St",2632.5157969937,"https://www.yelp.com/biz/queen-st-warehouse-toronto?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"C378wAzPc4pve8W_5aCQOg","Dr.Finger Food","dr-finger-food-toronto-2","Comfort Food, Caterers",43.67662,-79.48138,"+1 437-771-5149",NA,0,0,FALSE,NA,5881.84031272854,"https://www.yelp.com/biz/dr-finger-food-toronto-2?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"OL2g8lyux7AMLPKOP7k5aA","Hotay's Mac and Cheese","hotays-mac-and-cheese-toronto","Comfort Food, Hong Kong Style Cafe",43.6591905822201,-79.4380623847246,"",NA,0,0,FALSE,"1165 Bloor St W",1987.68483255363,"https://www.yelp.com/biz/hotays-mac-and-cheese-toronto?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"jF3sWSqa-6TyROZgSUGrIw","Rock 'N' Horse Saloon","rock-n-horse-saloon-toronto","Bars, Comfort Food, American",43.64832,-79.3891,"+1 647-344-1234","$$",3,72,FALSE,"250 Adelaide Street West",2683.19536190259,"https://www.yelp.com/biz/rock-n-horse-saloon-toronto?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"gsqm34KlLnOgo-yNPbZbYw","Swiss Chalet Rotisserie & Grill","swiss-chalet-rotisserie-and-grill-toronto-20","Comfort Food, American",43.639079,-79.386137,"+1 416-596-7292","$$",1.9,73,FALSE,"266 Queens Quay W",2989.68422732729,"https://www.yelp.com/biz/swiss-chalet-rotisserie-and-grill-toronto-20?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"ydj6cSmcOM_jVYJLkHzdOA","The Dylan Bar","the-dylan-bar-toronto","Bars, Comfort Food",43.6820280073826,-79.3305167183754,"+1 416-792-7792","$$",3.5,26,FALSE,"1276 Danforth Avenue",8422.84360533628,"https://www.yelp.com/biz/the-dylan-bar-toronto?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"pkwT4cqZVp3OX4uQla3MCQ","Bassline Music Bar","bassline-music-bar-toronto","Bars, Music Venues, Comfort Food",43.661911,-79.4245605,"+1 416-732-7513","$",3.6,14,FALSE,"865 Bloor Street W",1857.25072925113,"https://www.yelp.com/biz/bassline-music-bar-toronto?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"YH_-5LGif2oRj6ax8gENpQ","Swiss Chalet Rotisserie & Grill","swiss-chalet-rotisserie-and-grill-toronto-19","Comfort Food, American",43.65901,-79.39115,"+1 416-260-8574","$$",2.7,41,FALSE,"700 University Ave",2938.56216590706,"https://www.yelp.com/biz/swiss-chalet-rotisserie-and-grill-toronto-19?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"0Rw40S_OgNnoeGq9nQ5oGA","Milestones","milestones-etobicoke-2","Canadian (New), Comfort Food, Bars",43.6908,-79.5763599,"+1 416-245-6262","$$",3.3,60,FALSE,"646 Dixon Rd",13388.6417104191,"https://www.yelp.com/biz/milestones-etobicoke-2?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"sWvvqL_msdmf8HjBk6n-Ag","Lighthouse 971","lighthouse-971-toronto","Comfort Food, Seafood, Fish & Chips",43.6803657,-79.2872586,"+1 416-792-8490",NA,2.9,13,FALSE,"971 Kingston Rd",11529.1710525489,"https://www.yelp.com/biz/lighthouse-971-toronto?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"gUTJx4OCun8iqJjlp7xIQA","Holy Perogy!","holy-perogy-etobicoke","Comfort Food, Dumplings",43.62545,-79.50538,"+1 416-548-7873",NA,3.6,27,FALSE,"777 The Queensway",7021.57943195496,"https://www.yelp.com/biz/holy-perogy-etobicoke?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"ulZ6XuhBcSeDr63lU4ly4A","iFEED Catering","ifeed-catering-toronto","Specialty Food, Comfort Food",43.61693,-79.51104,"+1 647-783-3844",NA,5,2,FALSE,"800 Islington Avenue",7901.93453424975,"https://www.yelp.com/biz/ifeed-catering-toronto?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"W9oSegtf7DYNryRWguaUPg","Yonge Street Warehouse","yonge-street-warehouse-toronto","Bars, Comfort Food, American",43.6575498937853,-79.3816474825144,"+1 416-599-5788","$",2.6,124,FALSE,"336 Yonge Street",3530.26174283336,"https://www.yelp.com/biz/yonge-street-warehouse-toronto?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"gHmkE8VoNjJZDLVdTpJPOw","Taylors Landing","taylors-landing-don-mills-2","Bars, Comfort Food, Canadian (New)",43.73386,-79.345,"+1 647-943-6318","$$",3,221,FALSE,"10 O'neill Rd",11609.1078099103,"https://www.yelp.com/biz/taylors-landing-don-mills-2?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"-DRKAxZpf6CPdDCKdfK4Zg","Sweet Po","sweet-po-toronto","Comfort Food, Soup, Poutineries",43.6573189250838,-79.3810075680915,"+1 647-763-4703",NA,5,1,FALSE,"335 Yonge Street",3568.37142884594,"https://www.yelp.com/biz/sweet-po-toronto?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"2auigv5pF08RjJ8CL1dIVw","O&B Canteen","o-and-b-canteen-toronto","Comfort Food, Breakfast & Brunch, Sandwiches",43.646693,-79.39021,"+1 647-288-4710","$$",2.9,326,FALSE,"330 King Street W",2579.66739808078,"https://www.yelp.com/biz/o-and-b-canteen-toronto?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"C-BBWjzcytDi9qG9ozgVCw","Armenian Bistro","armenian-bistro-toronto","Modern European, Barbeque, Comfort Food",43.63206,-79.54431,"+1 416-947-8177",NA,4.4,10,FALSE,"5487 Dundas Street W",9903.48939383756,"https://www.yelp.com/biz/armenian-bistro-toronto?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"50wwD9wyuWk63y7V6E1z1w","Jeneral's","jenerals-toronto","Chinese, Comfort Food",43.6587937,-79.3822273,"",NA,3,2,FALSE,"374A Yonge Street",3542.70822385403,"https://www.yelp.com/biz/jenerals-toronto?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
